EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector,Ratio,T_nearest,T_spot
201394147,1,5010,4.58,9.83,0.59,0.53,1.02,14.07,6.33,1.0,0.0,0.0,0.0,10.0,0.0112946487821388,,0.0,5000,0.0
201400814,1,3588,4.99,4.91,0.32,0.7,1.25,14.24,7.16,1.0,0.0,0.0,0.0,4.821531955504388,0.0412372145993942,,0.0,3600,0.0
201402407,1,5416,4.48,8.2,0.48,0.42,0.67,12.48,5.55,1.0,0.0,0.0,0.0,8.164618931731635,0.0155873191669159,,0.0,5400,0.0
201408030,1,5771,4.44,9.91,0.59,0.8,1.04,10.77,4.31,1.0,2.0,4.625942360256933,0.0047719836235045,10.0,0.0103836483360932,45.0,0.4595671452891226,5800,1300.0
201408202,1,5883,4.43,9.32,0.55,0.46,0.89,12.07,4.83,1.0,0.0,0.0,0.0,9.091654795111875,0.0113287435441649,,0.0,5900,0.0
201408958,1,5943,4.27,5.77,0.36,0.6,0.33,12.94,,1.0,0.0,0.0,0.0,5.716496161004359,0.0045976456489049,,0.0,5900,0.0
201417966,1,5227,4.54,6.98,0.41,0.32,0.07,14.01,4.5,1.0,0.0,0.0,0.0,10.0,0.0141320131861923,,0.0,5200,0.0
201418497,1,6152,4.22,7.73,0.45,0.35,0.04,12.25,2.31,1.0,0.0,0.0,0.0,8.001444250019546,0.0034580988249155,,0.0,6200,0.0
201429818,1,3642,5.03,5.22,0.33,0.36,5.54,16.5,8.63,1.0,0.0,0.0,0.0,5.065548791605528,0.0512669477819982,,0.0,3600,0.0
201429915,1,4464,4.68,8.95,0.53,0.74,3.88,15.16,,1.0,0.0,0.0,0.0,8.889781051637756,0.0609240635271766,,0.0,4500,0.0
201431895,1,3448,5.13,4.89,0.32,0.31,2.51,18.37,,1.0,0.0,0.0,0.0,4.764156599757475,0.0585839234502409,,0.0,3400,0.0
201438512,1,3690,4.97,5.86,0.36,0.78,3.76,16.88,,1.0,0.0,0.0,0.0,5.799300476310393,0.0450928405077037,,0.0,3700,0.0
201442004,1,3571,4.98,6.89,0.41,0.77,3.82,13.87,,1.0,0.0,0.0,0.0,6.781632652532267,0.0523139893887769,,0.0,3600,0.0
201457244,1,4134,4.84,9.64,0.57,0.75,0.86,15.09,,1.0,0.0,0.0,0.0,9.524218695282878,0.0269384314590197,,0.0,4100,0.0
201457826,1,5413,4.53,7.35,0.43,0.87,3.48,10.62,5.54,1.0,2.0,7.067281034886125,0.0174880981445311,7.274517393332732,0.0381113166121996,45.0,0.4588689055925473,5400,1600.0
201457941,1,3903,4.87,8.05,0.47,0.78,3.61,16.2,5.83,1.0,0.0,0.0,0.0,8.00144399730729,0.0325805216069987,,0.0,3900,0.0
201461505,1,3470,5.09,6.49,0.39,0.7,2.08,17.01,10.54,1.0,0.0,0.0,0.0,6.453679468893702,0.0340433420415104,,0.0,3500,0.0
201472124,1,5211,4.6,9.53,0.56,0.64,1.45,9.9,4.76,1.0,1.0,9.277828005950957,0.0035789340734482,9.524219426211056,0.0184632216316085,46.0,0.19384125613924108,5200,1800.0
201500951,1,4828,4.62,3.23,0.26,0.47,4.28,15.07,,1.0,0.0,0.0,0.0,3.2277787718902724,0.0596327032090175,,0.0,4800,0.0
201501000,1,6020,4.2,8.31,0.49,0.78,1.2,12.19,,1.0,0.0,0.0,0.0,8.334587450480601,0.016078503870297,,0.0,6000,0.0
201501958,1,4748,4.68,8.14,0.48,0.54,0.96,13.69,5.7,1.0,0.0,0.0,0.0,8.001443390212662,0.0132546998884142,,0.0,4700,0.0
201504611,1,4368,4.73,4.11,0.29,0.63,6.43,15.66,6.72,1.0,0.0,0.0,0.0,4.042577226229708,0.0716401655355045,,0.0,4400,0.0
201505708,1,5314,4.54,9.06,0.53,0.83,2.85,8.93,5.51,1.0,1.0,9.277828010616854,0.0202553778886794,9.302912239326108,0.0326558268980279,46.0,0.6202684118803505,5300,1700.0
201512348,1,3364,5.14,6.42,0.39,0.77,1.26,16.98,12.14,1.0,0.0,0.0,0.0,6.453678354884834,0.0354593285315714,,0.0,3400,0.0
201531643,1,4035,4.85,9.1,0.54,0.87,3.39,16.59,,1.0,0.0,0.0,0.0,9.091654709264288,0.0906455547264628,,0.0,4000,0.0
201535528,1,3688,4.93,2.05,0.23,0.79,0.85,15.62,,1.0,0.0,0.0,0.0,2.0422856983268685,0.0438041726871026,,0.0,3700,0.0
201536823,1,5425,4.52,9.9,0.59,0.46,1.32,14.06,5.52,1.0,0.0,0.0,0.0,10.0,0.0162623912536292,,0.0,5400,0.0
201539568,1,4897,4.62,5.28,0.34,0.41,4.29,12.85,4.99,1.0,0.0,0.0,0.0,5.130461402148198,0.0454482781869838,,0.0,4900,0.0
201542500,1,5631,4.47,5.77,0.36,0.5,1.38,13.29,3.43,1.0,0.0,0.0,0.0,5.884538349972377,0.0306452523206424,,0.0,5600,0.0
201544466,1,3838,4.86,8.39,0.49,0.45,1.47,14.91,,1.0,0.0,0.0,0.0,8.164618498722186,0.0200239510471529,,0.0,3800,0.0
201548402,1,5962,4.37,9.18,0.54,0.3,0.94,11.33,4.3,1.0,4.0,4.294433928101938,0.0073250651359558,8.889779743320036,0.021290390919517,45.0,0.3440549853521421,6000,1000.0
201549464,1,3688,4.96,8.87,0.52,0.35,1.01,13.26,,1.0,0.0,0.0,0.0,8.511783454460412,0.0221066032428667,,0.0,3700,0.0
201552159,1,4640,4.66,9.24,0.54,0.6,0.13,13.58,5.49,1.0,0.0,0.0,0.0,9.756312247152634,0.0090514287286722,,0.0,4600,0.0
201553291,1,5341,4.61,8.38,0.49,0.44,0.5,14.53,4.96,1.0,0.0,0.0,0.0,8.511783469267527,0.0066622272377427,,0.0,5300,0.0
201558917,1,5851,4.51,7.64,0.45,0.68,0.33,13.53,3.59,1.0,0.0,0.0,0.0,7.6939099438040355,0.0093568355774525,,0.0,5900,0.0
201559194,1,3638,4.98,7.67,0.45,0.48,1.91,15.33,,1.0,0.0,0.0,0.0,7.693911719053753,0.028329278312834,,0.0,3600,0.0
201565901,1,4201,4.76,8.13,0.48,0.88,5.08,15.87,,1.0,0.0,0.0,0.0,8.001446466584767,0.1090445394466422,,0.0,4200,0.0
201570232,1,3364,5.12,8.92,0.52,0.86,4.2,14.87,,1.0,0.0,0.0,0.0,8.889780557494449,0.0587516845264387,,0.0,3400,0.0
201576812,1,5593,4.49,6.11,0.37,0.55,1.21,10.07,4.54,1.0,1.0,6.162283312269702,0.0213232249021531,6.062763870801841,0.0171383567376551,46.0,1.2441814129882898,5600,4600.0
201581152,1,3345,5.1,5.92,0.36,0.59,2.64,15.09,10.99,1.0,0.0,0.0,0.0,5.884537976118404,0.0459045644565183,,0.0,3300,0.0
201584594,1,4331,4.72,3.26,0.26,0.4,3.25,14.71,6.14,1.0,0.0,0.0,0.0,3.2277810084419176,0.0355393027111204,,0.0,4300,0.0
201585826,1,5245,4.56,5.68,0.35,0.69,4.59,14.55,5.56,1.0,0.0,0.0,0.0,5.557785832550182,0.0517520421968136,,0.0,5200,0.0
201588004,1,3644,4.99,4.45,0.3,0.75,3.87,13.95,,1.0,0.0,0.0,0.0,9.091655153863364,0.0126160029078064,,0.0,3600,0.0
201592707,1,4629,4.65,9.85,0.59,0.6,1.33,12.4,6.54,1.0,0.0,0.0,0.0,9.75631220162453,0.0128486168236612,,0.0,4600,0.0
201596050,1,3686,4.91,9.52,0.56,0.35,0.52,14.25,,1.0,0.0,0.0,0.0,9.75631222205988,0.0351456862559216,,0.0,3700,0.0
201596733,1,3506,5.03,7.4,0.43,0.64,2.81,14.28,8.24,1.0,2.0,3.538465438693676,0.0401285767555237,7.274516988208614,0.0545883447275953,45.0,0.7351125401543464,3500,4100.0
201597538,1,4442,4.74,6.85,0.41,0.53,5.73,14.57,,1.0,0.0,0.0,0.0,6.781634376389414,0.0488707125359917,,0.0,4400,0.0
201599937,1,3572,5.04,4.35,0.3,0.32,0.76,14.68,,1.0,0.0,0.0,0.0,4.212727861220912,0.0486813891494295,,0.0,3600,0.0
201601537,1,6157,4.3,6.81,0.4,0.32,0.33,11.57,4.1,1.0,0.0,0.0,0.0,6.668675229523316,0.0139527883123806,,0.0,6200,0.0
201603079,1,3824,4.92,9.61,0.57,0.75,4.58,16.55,8.52,1.0,0.0,0.0,0.0,9.30291141029014,0.0572752013552629,,0.0,3800,0.0
201608713,1,5286,4.54,4.75,0.31,0.39,5.77,14.68,1.73,1.0,0.0,0.0,0.0,4.599945069757495,0.060409353450483,,0.0,5300,0.0
201608916,1,3581,5.03,7.07,0.42,0.86,4.15,16.73,9.61,1.0,0.0,0.0,0.0,7.019432910972261,0.0506118678766541,,0.0,3600,0.0
201610754,1,3511,5.05,5.36,0.34,0.78,2.01,16.31,8.64,1.0,0.0,0.0,0.0,5.335579335450856,0.0243093702880458,,0.0,3500,0.0
201611164,1,4196,4.76,6.35,0.38,0.9,3.08,16.25,,1.0,0.0,0.0,0.0,6.252115466176596,0.043642308711978,,0.0,4200,0.0
201613885,1,3537,5.03,5.16,0.33,0.4,4.92,15.2,8.58,1.0,0.0,0.0,0.0,5.002258265399503,0.0758924851633108,,0.0,3500,0.0
201617538,1,3599,5.0,4.8,0.32,0.53,1.02,13.52,11.5,1.0,2.0,4.810468411281786,0.0300909280776977,4.764155303193566,0.0163846401947769,45.0,1.8365327355366703,3600,4600.0
201620624,1,3534,5.03,3.79,0.28,0.6,3.12,17.72,,1.0,0.0,0.0,0.0,3.7404300804680233,0.0421834797285908,,0.0,3500,0.0
201621338,1,5419,4.56,7.43,0.44,0.3,0.16,14.44,5.23,1.0,0.0,0.0,0.0,7.274516429214165,0.0042910049161239,,0.0,5400,0.0
201622125,1,4208,4.75,5.87,0.36,0.76,3.88,16.95,,1.0,0.0,0.0,0.0,5.79930205988892,0.042765160034082,,0.0,4200,0.0
201625805,1,4940,4.59,8.07,0.47,0.54,2.77,11.83,6.06,1.0,0.0,0.0,0.0,8.001444375180625,0.034926841204675,,0.0,4900,0.0
201630280,1,3515,5.01,8.46,0.5,0.77,2.09,14.82,8.64,1.0,0.0,0.0,0.0,8.696675357441016,0.0271069725377144,,0.0,3500,0.0
201630607,1,3418,5.15,8.19,0.48,0.38,1.4,17.12,,1.0,0.0,0.0,0.0,8.3345893046589,0.0264340005932249,,0.0,3400,0.0
201636027,1,6017,4.25,8.63,0.51,0.38,1.08,11.03,4.48,1.0,2.0,4.62594531097058,0.0095288991928099,8.696675980878922,0.0181784291199655,45.0,0.5241871632540703,6000,1000.0
201636587,1,4363,4.71,6.21,0.38,0.7,3.36,15.14,6.85,1.0,0.0,0.0,0.0,6.062761808345713,0.038941465638194,,0.0,4400,0.0
201638199,1,5893,4.25,7.52,0.44,0.45,1.94,13.27,,1.0,0.0,0.0,0.0,7.409139490954094,0.0200719145421954,,0.0,5900,0.0
201639545,1,3584,5.02,6.36,0.38,0.49,1.2,14.83,9.84,1.0,0.0,0.0,0.0,6.351297452337319,0.0148264357403775,,0.0,3600,0.0
201642770,1,4134,4.78,5.4,0.34,0.76,0.81,15.13,,1.0,0.0,0.0,0.0,5.407652723997972,0.0198911150669912,,0.0,4100,0.0
201643903,1,3436,5.1,7.39,0.43,0.62,1.32,16.35,9.07,1.0,0.0,0.0,0.0,7.27451625776041,0.0374167786893203,,0.0,3400,0.0
201650792,1,5878,4.35,4.09,0.29,0.34,1.07,13.12,,1.0,0.0,0.0,0.0,3.960721953685937,0.0148550297093301,,0.0,5900,0.0
201662676,1,4506,4.69,2.26,0.23,0.74,0.92,14.1,5.75,1.0,0.0,0.0,0.0,2.2362047816855566,0.0102350253160298,,0.0,4500,0.0
201667670,1,4185,4.76,3.46,0.27,0.67,3.42,16.53,,1.0,0.0,0.0,0.0,3.4208336566507214,0.0439436547022541,,0.0,4200,0.0
201669155,1,4176,4.76,1.89,0.22,0.89,2.92,15.58,8.52,1.0,0.0,0.0,0.0,1.888175986718302,0.0488384766600984,,0.0,4200,0.0
201683986,1,5966,4.36,9.53,0.56,0.65,0.76,11.15,4.79,1.0,1.0,4.971100614240876,0.0058005332946776,9.756312789956986,0.0172899171569848,46.0,0.3354864712196897,6000,1000.0
201686808,1,4941,4.56,8.36,0.49,0.79,2.94,14.45,4.41,1.0,0.0,0.0,0.0,8.334585738628137,0.0298427669865849,,0.0,4900,0.0
201687988,1,3630,4.97,9.58,0.57,0.67,1.74,15.1,,1.0,0.0,0.0,0.0,9.524219120257772,0.0373174803652636,,0.0,3600,0.0
201691212,1,3819,4.9,9.26,0.55,0.83,7.06,15.62,,1.0,0.0,0.0,0.0,9.3029115995497,0.0446978379726514,,0.0,3800,0.0
201695878,1,4473,4.66,9.92,0.59,0.48,0.99,12.85,6.58,1.0,0.0,0.0,0.0,10.0,0.0184927292189578,,0.0,4500,0.0
201700546,1,5835,4.24,5.46,0.34,0.67,1.2,12.47,4.69,1.0,0.0,0.0,0.0,5.557783633512896,0.0142571017532506,,0.0,5800,0.0
201710690,1,4170,4.78,7.57,0.44,0.9,6.77,15.94,6.71,1.0,0.0,0.0,0.0,7.548840413239964,0.0667578401496629,,0.0,4200,0.0
201711604,1,5728,4.4,4.36,0.3,0.31,2.48,12.41,4.38,1.0,0.0,0.0,0.0,4.212729213571524,0.0244083554937557,,0.0,5700,0.0
201717369,1,4725,4.72,7.49,0.44,0.47,1.36,15.75,6.26,1.0,0.0,0.0,0.0,7.409139803342128,0.0133303437149664,,0.0,4700,0.0
201720463,1,5488,4.48,3.72,0.28,0.45,2.73,13.95,2.81,1.0,0.0,0.0,0.0,3.510827579217491,0.0480718598779992,,0.0,5500,0.0
201722090,1,4555,4.67,5.78,0.36,0.6,2.91,12.63,7.07,1.0,0.0,0.0,0.0,5.636023717113032,0.0281844739911908,,0.0,4600,0.0
201722686,1,5432,4.52,8.4,0.49,0.39,0.97,13.57,4.34,1.0,0.0,0.0,0.0,8.334590106952163,0.0111464764760349,,0.0,5400,0.0
201727209,1,4260,4.68,2.68,0.24,0.73,1.14,15.2,,1.0,0.0,0.0,0.0,2.6684324929102945,0.0175150590068087,,0.0,4300,0.0
201730841,1,6092,4.25,4.9,0.32,0.47,1.74,13.52,4.97,1.0,0.0,0.0,0.0,4.821529222064684,0.0384940890924538,,0.0,6100,0.0
201736355,1,4322,4.71,5.7,0.35,0.61,5.92,14.09,6.51,1.0,0.0,0.0,0.0,5.557782515566913,0.0652967035829008,,0.0,4300,0.0
201742694,1,3446,5.09,3.76,0.28,0.31,1.16,16.98,11.5,1.0,0.0,0.0,0.0,3.671823415036201,0.0349917027824051,,0.0,3400,0.0
201748955,1,3469,5.06,6.84,0.41,0.86,1.59,16.4,9.2,1.0,0.0,0.0,0.0,6.781630031287255,0.031002137622751,,0.0,3500,0.0
201751400,1,5287,4.53,6.98,0.41,0.44,1.35,14.47,4.46,1.0,0.0,0.0,0.0,7.274517199083945,0.0339693537437671,,0.0,5300,0.0
201751856,1,4613,4.65,8.99,0.53,0.87,8.57,14.17,5.54,1.0,0.0,0.0,0.0,9.09165449929663,0.0864607762838901,,0.0,4600,0.0
201752051,1,3691,5.0,9.21,0.54,0.75,1.34,16.52,,1.0,0.0,0.0,0.0,9.302911498716565,0.0157583061318903,,0.0,3700,0.0
201761012,1,5988,4.21,8.33,0.49,0.34,1.33,12.63,4.0,1.0,0.0,0.0,0.0,8.33458883016373,0.0289658804296603,,0.0,6000,0.0
201761952,1,5025,4.61,7.69,0.45,0.57,2.99,13.92,5.88,1.0,0.0,0.0,0.0,7.844664140566453,0.0381926902221472,,0.0,5000,0.0
201771357,1,3609,4.97,9.56,0.57,0.82,4.02,14.79,,1.0,0.0,0.0,0.0,9.30291127193312,0.0440569831191708,,0.0,3600,0.0
201781121,1,3933,4.83,9.2,0.54,0.84,4.22,13.45,7.63,1.0,0.0,0.0,0.0,9.302910834073415,0.0420167427871223,,0.0,3900,0.0
201786492,1,5584,4.44,5.8,0.36,0.82,2.88,13.36,,1.0,0.0,0.0,0.0,5.716495186409477,0.0294156134878003,,0.0,5600,0.0
201794580,1,4178,4.78,7.68,0.45,0.74,2.41,16.38,6.63,1.0,0.0,0.0,0.0,7.844663179566804,0.0436510124271238,,0.0,4200,0.0
201804079,1,5170,4.58,5.67,0.35,0.65,3.91,13.68,4.49,1.0,0.0,0.0,0.0,5.55778337149638,0.0466831454897308,,0.0,5200,0.0
201807478,1,5852,4.39,9.97,0.6,0.44,0.6,12.0,,1.0,0.0,0.0,0.0,9.75631221981379,0.0083930431935721,,0.0,5900,0.0
201818041,1,5535,4.48,9.53,0.56,0.41,1.27,11.79,,1.0,2.0,4.149363801907561,0.0087300419807434,9.75631221777786,0.013386955759413,45.0,0.6521304871426722,5500,1500.0
201829246,1,3984,4.84,4.76,0.31,0.51,5.48,16.73,6.39,1.0,0.0,0.0,0.0,4.653407759201974,0.0532107267996958,,0.0,4000,0.0
201830224,1,5775,4.41,5.94,0.36,0.42,1.12,13.07,5.27,1.0,0.0,0.0,0.0,6.062763573260084,0.0158672582409488,,0.0,5800,0.0
201832130,1,3718,4.94,2.92,0.25,0.66,4.7,14.56,8.62,1.0,0.0,0.0,0.0,2.87954918207813,0.0630553275310719,,0.0,3700,0.0
201838904,1,3490,5.04,1.74,0.22,0.85,5.61,16.63,,1.0,0.0,0.0,0.0,1.7404265766216651,0.0597172675215195,,0.0,3500,0.0
201839069,1,5226,4.59,8.3,0.49,0.9,4.59,13.62,5.57,1.0,0.0,0.0,0.0,8.33423459054757,0.0445647086187092,,0.0,5200,0.0
201841340,1,5971,4.24,9.94,0.59,0.39,0.66,11.88,4.56,1.0,0.0,0.0,0.0,10.0,0.0074120615317059,,0.0,6000,0.0
201859398,1,4050,4.82,2.68,0.24,0.64,2.16,16.81,,1.0,0.0,0.0,0.0,2.650766754833979,0.0244347260849802,,0.0,4000,0.0
201859551,1,3650,4.97,9.22,0.54,0.78,2.81,15.01,,1.0,0.0,0.0,0.0,9.302911345283675,0.0330238823166793,,0.0,3600,0.0
201866368,1,3686,4.98,5.78,0.36,0.46,2.4,14.39,8.8,1.0,0.0,0.0,0.0,5.716495342874135,0.0248268254903476,,0.0,3700,0.0
201866845,1,3584,5.02,3.8,0.28,0.53,3.55,14.28,11.47,1.0,0.0,0.0,0.0,3.740431260661218,0.0394043037245018,,0.0,3600,0.0
201868756,1,4153,4.78,5.6,0.35,0.6,2.59,15.48,,1.0,0.0,0.0,0.0,5.481687325813279,0.0264010389223788,,0.0,4200,0.0
201869367,1,3464,5.12,5.27,0.33,0.51,1.2,17.4,,1.0,0.0,0.0,0.0,5.1970617695205705,0.0170317046105226,,0.0,3500,0.0
201876133,1,3883,4.86,1.75,0.22,0.56,2.66,15.44,,1.0,0.0,0.0,0.0,1.763425080910192,0.0314478407366362,,0.0,3900,0.0
201878574,1,3628,4.97,2.43,0.24,0.83,3.7,15.09,8.68,1.0,0.0,0.0,0.0,2.4112893192767406,0.0437476598894125,,0.0,3600,0.0
201881632,1,3554,5.06,4.68,0.31,0.36,4.06,16.27,10.63,1.0,0.0,0.0,0.0,4.545796720892488,0.0243857752951024,,0.0,3600,0.0
201885023,1,3997,4.84,8.16,0.48,0.42,0.24,14.66,6.96,1.0,0.0,0.0,0.0,8.334586505669307,0.0031007951991163,,0.0,4000,0.0
201888714,1,5365,4.55,6.51,0.39,0.57,1.61,11.38,4.56,1.0,2.0,6.678015672486692,0.0131612628698348,6.559416794689379,0.0226231208595358,45.0,0.5817615947663223,5400,1600.0
201889040,1,3446,5.11,5.36,0.34,0.59,2.92,17.13,12.2,1.0,0.0,0.0,0.0,5.26413882898698,0.0322387499804318,,0.0,3400,0.0
201892692,1,5816,4.36,9.87,0.59,0.71,1.54,11.86,2.94,1.0,0.0,0.0,0.0,10.0,0.0220883393503941,,0.0,5800,0.0
201899764,1,3387,5.1,6.21,0.38,0.54,1.25,16.03,9.61,1.0,0.0,0.0,0.0,6.155984036427084,0.0144511964707713,,0.0,3400,0.0
201902866,1,4272,4.73,3.81,0.28,0.57,5.29,13.53,5.38,1.0,0.0,0.0,0.0,3.7757083525534574,0.0522033868096586,,0.0,4300,0.0
201904601,1,3438,5.04,7.27,0.43,0.32,0.6,14.14,11.66,1.0,2.0,4.298239724222511,0.0495875716209411,7.409141568489934,0.0087268642340241,45.0,5.68217521106954,3400,4600.0
201909533,1,3578,4.99,2.29,0.23,0.36,2.64,11.49,,1.0,10.0,2.284831260147456,0.0464211255311964,2.287308734530517,0.0296883117962204,22.0,1.5636162086220828,3600,4600.0
201917141,1,5827,4.24,8.19,0.48,0.66,1.07,12.16,,1.0,0.0,0.0,0.0,8.001443392844502,0.0106561419838475,,0.0,5800,0.0
201919068,1,3553,5.04,8.41,0.49,0.63,1.91,16.84,,1.0,0.0,0.0,0.0,8.334586728467269,0.0230948584916882,,0.0,3600,0.0
201923708,1,4037,4.81,4.52,0.31,0.88,6.1,15.53,5.95,1.0,0.0,0.0,0.0,4.496615120859196,0.0635539656094896,,0.0,4000,0.0
201924786,1,4730,4.63,9.99,0.6,0.69,2.45,12.3,6.64,1.0,0.0,0.0,0.0,10.0,0.0248355831772236,,0.0,4700,0.0
201926730,1,3810,4.92,6.87,0.41,0.57,4.68,16.45,,1.0,0.0,0.0,0.0,6.781631887085856,0.0518532860699924,,0.0,3800,0.0
201931805,1,3876,4.88,5.97,0.36,0.57,0.73,16.44,,1.0,0.0,0.0,0.0,5.972321407380028,0.0141035246929734,,0.0,3900,0.0
201951507,1,3650,4.97,1.75,0.22,0.9,5.64,14.34,10.07,1.0,0.0,0.0,0.0,1.7404271634749942,0.0712081154350553,,0.0,3600,0.0
201956137,1,3351,5.1,6.36,0.38,0.48,1.75,17.23,11.43,1.0,0.0,0.0,0.0,6.351297681066843,0.0373844477878546,,0.0,3400,0.0
201959713,1,3965,4.83,1.6,0.21,0.43,5.97,15.69,7.76,1.0,0.0,0.0,0.0,1.5822293304933297,0.0887677524023549,,0.0,4000,0.0
202615424,2,3654,4.95,2.85,0.25,0.54,5.72,13.78,,1.0,2.0,3.802804406771736,0.1192419350147246,2.829293870350892,0.0686379015993158,12.0,1.7372607879363438,3700,4600.0
202653421,2,4300,4.71,4.47,0.3,0.38,1.45,14.18,,1.0,3.0,4.50753531992218,0.0014506829234072,4.566304382999923,0.0154035843007119,12.0,0.09417827014068111,4300,2700.0
202815451,2,5959,4.39,2.04,0.23,0.85,3.39,14.65,,1.0,2.0,0.9303967496589304,0.0537822112851213,2.049058922887984,0.0375273244812383,12.0,1.4331480335617741,6000,4600.0
202844181,2,3556,5.01,7.5,0.44,0.33,1.37,14.48,10.08,1.0,0.0,0.0,0.0,7.631123078078573,0.008336375173112,,0.0,3600,0.0
202846502,2,6051,4.24,5.16,0.33,0.38,0.6,11.91,,1.0,2.0,5.241068768481571,0.00366493165493,5.109501798592823,0.0180517728889053,12.0,0.20302336382608066,6100,900.0
202908892,2,5707,4.26,2.06,0.23,0.54,2.89,13.55,7.37,1.0,4.0,4.233304718537073,0.0246943026781082,2.082605272748096,0.0416552909290597,12.0,0.5928251160257982,5700,1300.0
202919250,2,5435,4.21,5.75,0.35,0.51,0.52,12.76,,1.0,2.0,6.354989987542879,0.0147023320198059,5.8000295248190525,0.0204060152811601,12.0,0.7204901014349362,5400,1900.0
202925447,2,5715,4.37,2.83,0.25,0.82,1.73,13.19,,1.0,2.0,2.630376514043657,0.0116452872753143,2.8087417101789702,0.0301899998974791,12.0,0.38573326647433,5700,1300.0
202939579,2,5626,4.51,6.7,0.4,0.82,1.12,9.06,4.95,1.0,5.0,6.0268802324446415,0.0041359961032867,6.705229282233851,0.020449350247753,12.0,0.20225562441726813,5600,1400.0
202995762,2,5648,4.39,8.04,0.47,0.85,1.52,10.11,5.41,1.0,3.0,5.493347332354752,0.0058274269104003,8.114734551283119,0.02287016233191,12.0,0.25480479000664896,5600,1400.0
203001822,2,5315,4.39,1.64,0.21,0.71,2.58,14.28,,1.0,0.0,0.0,0.0,1.6294647645512297,0.0433008983445123,,0.0,5300,0.0
203003002,2,4078,4.83,8.78,0.51,0.75,2.02,15.01,,1.0,0.0,0.0,0.0,8.854975039985607,0.0637194037107633,,0.0,4100,0.0
203009906,2,3555,5.02,9.53,0.56,0.75,1.82,13.65,10.91,1.0,3.0,4.9851617977899245,0.025108090043068,9.508202211461937,0.0325014600623205,12.0,0.7725219111671922,3600,4200.0
203013195,2,4356,4.7,2.21,0.23,0.39,3.22,13.81,,1.0,3.0,0.3313413576244122,0.037313163280487,2.2394026120514647,0.0458889127545409,12.0,0.8131193580478697,4400,3900.0
203015791,2,5555,4.43,4.74,0.31,0.31,0.9,12.69,2.11,1.0,0.0,0.0,0.0,4.914623998383144,0.0159511572132506,,0.0,5600,0.0
203039686,2,3663,4.99,3.04,0.25,0.54,1.95,14.05,,1.0,0.0,0.0,0.0,3.0281901589414466,0.0152075282746002,,0.0,3700,0.0
203048597,2,5339,4.3,1.62,0.21,0.4,3.99,14.31,,1.0,1.0,1.6041543301899015,0.0236096382141113,1.6066640780379853,0.066601525478137,12.0,0.35449095264134056,5300,1700.0
203066219,2,3653,4.98,3.65,0.27,0.64,5.69,13.62,,1.0,3.0,3.5707471763764644,0.0599604666233063,3.629298367606522,0.0739278767131806,12.0,0.8110670736011542,3700,4200.0
203150950,2,4063,4.79,2.49,0.24,0.52,1.43,13.93,,1.0,0.0,0.0,0.0,2.4834690163676827,0.0181556315944632,,0.0,4100,0.0
203234300,2,3798,4.93,3.07,0.26,0.69,7.53,13.9,,1.0,2.0,3.03555824424848,0.068828809261322,3.052656003759388,0.084587019045523,12.0,0.8137041597869732,3800,4200.0
203239746,2,5959,4.21,6.13,0.37,0.59,1.54,10.53,5.29,1.0,0.0,0.0,0.0,6.077733867637529,0.0200308414752549,,0.0,6000,0.0
203254243,2,5845,4.41,2.62,0.24,0.68,2.36,14.57,,1.0,0.0,0.0,0.0,2.600919003108638,0.0336663399190483,,0.0,5800,0.0
203257894,2,6188,4.22,3.97,0.29,0.39,0.72,11.77,3.9,1.0,0.0,0.0,0.0,0.2456886341917612,0.0473590103872625,,0.0,6200,0.0
203336842,2,3686,4.96,3.36,0.26,0.89,3.5,13.65,8.3,1.0,0.0,0.0,0.0,9.749322309871836,0.0607515434823332,,0.0,3700,0.0
203420271,2,3672,4.98,1.3,0.21,0.86,3.42,15.17,,1.0,0.0,0.0,0.0,1.3077920137812,0.0793956084525825,,0.0,3700,0.0
203456118,2,4565,4.69,5.48,0.34,0.87,5.79,13.09,6.17,1.0,0.0,0.0,0.0,5.586510641727677,0.0260201174567157,,0.0,4600,0.0
203475138,2,5466,4.53,2.14,0.23,0.73,3.2,14.11,8.3,1.0,0.0,0.0,0.0,2.116807310980826,0.0419018618134083,,0.0,5500,0.0
203497761,2,5505,4.34,8.02,0.47,0.35,0.7,13.16,,1.0,0.0,0.0,0.0,7.784799082124223,0.0109261174870343,,0.0,5500,0.0
203500702,2,4336,4.69,1.37,0.21,0.46,1.94,14.66,,1.0,0.0,0.0,0.0,1.3676259671090498,0.0273738207959334,,0.0,4300,0.0
203514056,2,3596,5.0,2.22,0.23,0.62,2.49,15.11,,1.0,0.0,0.0,0.0,2.226049904935651,0.0230167882197321,,0.0,3600,0.0
203533652,2,5865,4.46,5.54,0.35,0.64,0.98,12.17,4.16,1.0,0.0,0.0,0.0,5.471726241884436,0.0137736824299204,,0.0,5900,0.0
203548644,2,5857,4.41,7.86,0.46,0.82,2.27,11.3,4.58,1.0,0.0,0.0,0.0,7.788439066400297,0.0257751060910377,,0.0,5900,0.0
