EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector,Ratio,T_nearest,T_spot
211754101,16,4279,4.75,2.05,0.23,0.74,3.6,16.47,,1.0,0.0,0.0,0.0,2.0519100779030324,0.13926859514852,,0.0,4300,0.0
211756263,16,3779,4.89,7.78,0.46,0.64,0.48,14.21,5.86,2.0,0.0,0.0,0.0,7.571371144273241,0.011088716413425,,0.0,3800,0.0
211762540,16,5439,4.51,9.38,0.55,0.44,1.6,11.69,4.82,1.0,3.0,4.6229542715647085,0.0112447440624235,9.298698179111378,0.0149292224959645,44.0,0.7532035955297105,5400,2200.0
211762929,16,5507,4.53,8.81,0.52,0.66,1.63,11.62,5.22,1.0,3.0,5.46180942032125,0.0074362099170686,8.883369736532579,0.0314638713398736,44.0,0.23634122567888918,5500,1500.0
211764914,16,3398,5.11,1.84,0.22,0.71,5.35,18.48,,1.0,3.0,0.1812641342645781,0.5803144395351411,0.2443674676365859,0.0227395587721359,44.0,25.520039564102447,3400,4600.0
211768392,16,5080,4.54,9.37,0.55,0.61,0.79,15.05,4.73,1.0,0.0,0.0,0.0,9.298698243720812,0.0172844284675741,,0.0,5100,0.0
211795326,16,3598,5.0,3.33,0.26,0.51,0.63,14.85,11.51,1.0,0.0,0.0,0.0,3.293462321004428,0.018703823945475,,0.0,3600,0.0
211801044,16,3339,5.15,2.14,0.23,0.83,3.28,18.03,,1.0,0.0,0.0,0.0,2.1527311552652373,0.0492252458192571,,0.0,3300,0.0
211805001,16,5239,4.56,7.14,0.42,0.67,1.81,13.91,4.22,2.0,0.0,0.0,0.0,7.004339848253681,0.0339769325635546,,0.0,5200,0.0
211805607,16,3861,4.88,3.2,0.26,0.56,1.89,15.38,9.18,1.0,0.0,0.0,0.0,3.213639882814447,0.104995952509426,,0.0,3900,0.0
211810283,16,5577,4.48,9.15,0.54,0.82,2.21,11.5,5.15,3.0,3.0,8.575083351196348,0.0112271308898924,9.034062788007097,0.0340819450247515,44.0,0.32941579131528037,5600,1400.0
211813134,16,3618,4.99,6.06,0.37,0.87,1.34,14.83,10.86,3.0,2.0,5.708842005848247,0.0719939917325972,6.087974484280764,0.0165827039323036,45.0,4.341511012106461,3600,4600.0
211813918,16,5577,4.49,5.14,0.33,0.87,2.6,15.62,3.94,1.0,0.0,0.0,0.0,5.114278659523718,0.0352067302178999,,0.0,5600,0.0
211831645,16,3594,5.01,5.25,0.33,0.92,4.87,15.18,10.06,1.0,0.0,0.0,0.0,5.249258885186383,0.0752777636672265,,0.0,3600,0.0
211831928,16,6025,4.3,8.14,0.48,0.34,0.22,12.86,3.74,1.0,0.0,0.0,0.0,8.154893036777425,0.0056702143679682,,0.0,6000,0.0
211832884,16,3577,5.04,3.66,0.27,0.46,2.13,16.25,,1.0,0.0,0.0,0.0,3.623476819098749,0.1242450580950658,,0.0,3600,0.0
211833110,16,6017,4.29,7.36,0.43,0.61,1.73,12.64,4.48,1.0,0.0,0.0,0.0,7.26165888365521,0.0308848603420531,,0.0,6000,0.0
211835162,16,3840,4.89,1.31,0.21,0.79,2.0,17.05,,3.0,3.0,0.1058594130500742,0.3334292054176331,1.3061865135580342,0.0442185838287125,44.0,7.540476798380123,3800,4600.0
211836069,16,3535,5.07,1.55,0.21,0.55,5.18,17.27,,1.0,3.0,1.5424301214359226,0.2201313614845275,1.5430978163414737,0.0726454690815566,44.0,3.0302146061909725,3500,4600.0
211837376,16,3603,5.0,1.76,0.22,0.68,2.93,16.95,,1.0,3.0,1.7435099711226385,0.3957139909267425,1.7540359525988485,0.0732940519855437,44.0,5.398991871875114,3600,4600.0
211839528,16,3451,5.1,1.3,0.21,0.81,3.12,16.07,,1.0,0.0,0.0,0.0,1.309433678803846,0.0141147951697805,,0.0,3500,0.0
211850178,16,3997,4.83,4.4,0.3,0.56,7.64,14.88,,1.0,0.0,0.0,0.0,4.381878120190352,0.0634257536786957,,0.0,4000,0.0
211855697,16,4341,4.76,7.78,0.46,0.78,4.93,14.41,5.92,1.0,0.0,0.0,0.0,7.682398097560787,0.066458941610432,,0.0,4300,0.0
211857507,16,3858,4.88,2.55,0.24,0.51,1.66,14.97,,1.0,3.0,2.5054983049645565,0.0376220643520355,2.521117105506313,0.0459331393302696,44.0,0.8190614641321247,3900,4100.0
211857591,16,3654,5.01,9.18,0.54,0.4,1.05,15.84,10.41,1.0,0.0,0.0,0.0,9.298699373480313,0.0158006692241071,,0.0,3700,0.0
211861001,16,5175,4.57,9.46,0.56,0.71,1.19,12.04,5.55,1.0,3.0,9.23284730261691,0.0156696021556853,9.52127431405152,0.0122005477531865,44.0,1.2843359554568166,5200,4600.0
211862497,16,5533,4.47,3.14,0.26,0.73,5.7,11.68,5.22,1.0,0.0,0.0,0.0,3.162536652984145,0.0628616637249092,,0.0,5500,0.0
211862686,16,3973,4.84,8.21,0.48,0.7,1.86,15.43,,1.0,1.0,8.573242343633613,0.1166713684797287,8.325575474875725,0.0226571318487682,45.0,5.149432384402696,4000,4600.0
211863515,16,5233,4.56,9.3,0.55,0.44,1.61,11.68,5.6,1.0,3.0,4.451677818105599,0.011868119239807,9.298699344799031,0.0239666759149453,44.0,0.49519254492886094,5200,1800.0
211865628,16,3824,4.88,2.12,0.23,0.44,7.05,14.91,,1.0,3.0,2.073967504190647,0.0412439703941345,2.0960107413951405,0.0984998854024411,44.0,0.41872099876689156,3800,3200.0
211866243,16,3842,4.88,9.46,0.56,0.92,8.42,14.69,6.47,1.0,0.0,0.0,0.0,9.52127428884038,0.0988446556539641,,0.0,3800,0.0
211868180,16,3599,4.98,9.34,0.55,0.89,3.84,15.57,8.66,1.0,3.0,8.575153827055042,0.0630369663238525,9.298698133866829,0.0465219938775566,44.0,1.3549927909315844,3600,4600.0
211869396,16,6119,4.21,7.46,0.44,0.54,1.14,9.3,4.4,1.0,1.0,5.225564332585346,0.0124057859182358,7.396687523845906,0.0140521581213457,44.0,0.8828384801186514,6100,3300.0
211869545,16,3801,4.93,2.77,0.25,0.36,1.58,16.44,,1.0,0.0,0.0,0.0,2.747500185544122,0.0367468081753923,,0.0,3800,0.0
211874594,16,3607,5.04,8.68,0.51,0.86,3.44,17.69,,1.0,3.0,6.00730728000984,0.316310852766037,8.689314776241138,0.0553057197518142,44.0,5.719315365309228,3600,4600.0
211875446,16,3647,4.99,6.72,0.4,0.84,4.6,15.05,7.98,1.0,1.0,4.624806558117161,0.0540240168571471,6.767476015441433,0.0517888999067661,45.0,1.0431582241446489,3600,4600.0
211876245,16,5291,4.55,5.56,0.35,0.64,3.23,15.52,5.43,1.0,3.0,3.7571390405943066,0.1084457844495773,5.465640331336664,0.0786743897818983,44.0,1.3784127814681686,5300,4600.0
211876363,16,3688,4.98,2.0,0.22,0.46,2.27,14.16,,1.0,0.0,0.0,0.0,2.021448653728913,0.0383658926174703,,0.0,3700,0.0
211880808,16,3476,5.1,2.53,0.24,0.48,2.22,18.21,,3.0,0.0,0.0,0.0,2.5038779572508787,0.0827460235867928,,0.0,3500,0.0
211890433,16,4003,4.83,3.31,0.26,0.53,3.16,14.11,7.88,2.0,0.0,0.0,0.0,3.32802887569678,0.0675467945404045,,0.0,4000,0.0
211892395,16,4151,4.8,2.0,0.22,0.56,3.69,16.24,5.45,1.0,3.0,0.9944070010815668,0.3479542225599287,0.994994539020256,0.1380055008750476,44.0,2.521306906997657,4200,4600.0
211895744,16,3401,5.13,2.37,0.23,0.53,0.72,16.52,,3.0,0.0,0.0,0.0,2.376623024364393,0.0422666749100798,,0.0,3400,0.0
211897047,16,3581,5.05,7.96,0.47,0.81,2.47,16.21,,1.0,0.0,0.0,0.0,7.991064385459075,0.0415046637223175,,0.0,3600,0.0
211897054,16,3389,5.1,3.12,0.26,0.75,4.64,17.59,,3.0,0.0,0.0,0.0,3.213674192097252,0.0159414548150773,,0.0,3400,0.0
211899496,16,3565,5.05,5.62,0.35,0.75,2.73,17.28,,1.0,0.0,0.0,0.0,5.620083373210414,0.0611863285825576,,0.0,3600,0.0
211899790,16,3476,5.08,1.84,0.22,0.46,1.37,17.86,,3.0,0.0,0.0,0.0,1.830168008454924,0.0517018407790628,,0.0,3500,0.0
211901114,16,3634,4.99,8.67,0.51,0.94,5.35,16.02,9.08,3.0,0.0,0.0,0.0,8.617847843512202,0.0580020534721478,,0.0,3600,0.0
211901847,16,3554,5.04,4.42,0.3,0.77,3.23,17.46,,3.0,0.0,0.0,0.0,4.431976564282086,0.0920058300065268,,0.0,3600,0.0
211902344,16,3565,5.02,5.73,0.35,0.85,5.06,17.48,,3.0,0.0,0.0,0.0,5.808141263994782,0.0714300504578265,,0.0,3600,0.0
211902826,16,3364,5.13,2.61,0.24,0.59,3.02,18.39,,3.0,0.0,0.0,0.0,2.626951363078648,0.0259895354005542,,0.0,3400,0.0
211904368,16,3582,5.01,3.31,0.26,0.72,0.6,15.47,9.11,1.0,0.0,0.0,0.0,3.293458527253381,0.0391875113459916,,0.0,3600,0.0
211908029,16,3493,5.09,2.87,0.25,0.66,5.11,17.17,10.47,3.0,0.0,0.0,0.0,2.8908428794591225,0.0662347694022512,,0.0,3500,0.0
211909798,16,3510,5.1,1.36,0.21,0.47,2.6,17.94,,3.0,0.0,0.0,0.0,1.3733155203204508,0.0141877257874493,,0.0,3500,0.0
211910237,16,4837,4.63,2.22,0.23,0.49,3.96,14.75,7.15,2.0,0.0,0.0,0.0,2.195322480832207,0.0675078842623061,,0.0,4800,0.0
211910548,16,4149,4.78,2.14,0.23,0.68,2.13,16.79,,3.0,0.0,0.0,0.0,0.2454100511873726,0.0663527458611312,,0.0,4100,0.0
211914448,16,3600,5.01,5.79,0.36,0.86,3.73,16.48,9.13,1.0,2.0,4.293739314357981,0.1322196006774901,5.868842050316716,0.0771565727420671,44.0,1.713653107940624,3600,4600.0
211915785,16,3516,5.06,3.12,0.26,0.86,9.06,17.25,,3.0,0.0,0.0,0.0,3.132935642909949,0.0854973621675898,,0.0,3500,0.0
211915918,16,3583,5.01,4.74,0.31,0.82,2.92,16.26,9.09,3.0,0.0,0.0,0.0,4.652444049657971,0.0397205375744882,,0.0,3600,0.0
211916203,16,3382,5.14,1.44,0.21,0.41,2.73,18.12,,1.0,0.0,0.0,0.0,1.452918895164903,0.1027497586724308,,0.0,3400,0.0
211918998,16,3486,5.07,1.56,0.21,0.58,2.1,17.88,,3.0,3.0,1.5627561621390191,0.3809256970882414,1.5561120313419756,0.0733186170519371,44.0,5.195483935797685,3500,4600.0
211920022,16,4882,4.6,4.67,0.31,0.36,3.63,12.34,5.22,3.0,0.0,0.0,0.0,4.652443508253128,0.0757471887365487,,0.0,4900,0.0
211920429,16,3559,5.07,2.29,0.23,0.45,2.57,17.08,,3.0,0.0,0.0,0.0,1.2926466691781504,0.0459007505359747,,0.0,3600,0.0
211921217,16,6215,4.21,7.21,0.42,0.53,0.94,10.96,4.14,2.0,0.0,0.0,0.0,7.276827199222088,0.0223116823946668,,0.0,6200,0.0
211922804,16,3787,4.9,6.56,0.39,0.81,2.46,14.56,10.65,2.0,0.0,0.0,0.0,10.0,0.0243072260819091,,0.0,3800,0.0
211924358,16,5615,4.45,6.76,0.4,0.58,1.91,11.96,5.36,3.0,0.0,0.0,0.0,6.751521943009228,0.0275524254507488,,0.0,5600,0.0
211925513,16,4912,4.61,9.58,0.57,0.82,2.1,14.87,,1.0,0.0,0.0,0.0,9.521274398715384,0.0334791019776774,,0.0,4900,0.0
211925698,16,3535,5.04,6.12,0.37,0.75,4.23,17.42,,3.0,0.0,0.0,0.0,6.751521924220223,0.0427643043437002,,0.0,3500,0.0
211926133,16,3578,5.03,1.56,0.21,0.81,2.64,17.42,,3.0,0.0,0.0,0.0,1.556111237434271,0.0526908915447951,,0.0,3600,0.0
211928388,16,5151,4.54,6.06,0.37,0.82,0.55,14.71,7.88,1.0,0.0,0.0,0.0,6.047285726736548,0.0155947540631674,,0.0,5200,0.0
211928470,16,5263,4.55,8.57,0.5,0.69,1.66,12.3,5.44,1.0,0.0,0.0,0.0,8.503559939442411,0.0367082736705343,,0.0,5300,0.0
211929403,16,6148,4.26,1.98,0.22,0.43,1.09,10.03,3.69,2.0,0.0,0.0,0.0,2.120656055965528,0.0155000673258596,,0.0,6100,0.0
211929531,16,5313,4.53,9.98,0.6,0.54,0.53,11.88,5.56,3.0,2.0,4.808034246482223,0.0078635573387145,10.0,0.0175119100728388,44.0,0.4490405276184566,5300,1700.0
211932596,16,3521,5.07,9.52,0.56,0.95,8.1,17.27,,1.0,3.0,3.757681607241066,0.2386549055576322,9.521274604864525,0.0830246951181695,44.0,2.874505051996317,3500,4600.0
211934057,16,6176,4.27,4.76,0.31,0.39,2.06,11.75,4.21,3.0,0.0,0.0,0.0,4.895993674947276,0.0284137127976537,,0.0,6200,0.0
211934107,16,4651,4.65,3.57,0.27,0.89,6.32,15.36,5.29,1.0,0.0,0.0,0.0,3.5586366318754017,0.0987699851087213,,0.0,4700,0.0
211934221,16,3461,5.05,2.88,0.25,0.33,1.18,16.73,9.16,3.0,4.0,1.4674401221801563,0.0869795262813567,0.245732418234044,0.0337155097374428,44.0,2.57980754135719,3500,4600.0
211935240,16,3551,5.04,4.08,0.29,0.54,1.1,16.93,,1.0,0.0,0.0,0.0,4.068170956073892,0.0582191341839465,,0.0,3600,0.0
211935518,16,5729,4.41,4.04,0.29,0.48,3.27,11.18,4.69,3.0,2.0,4.293457248449819,0.0253368198871613,4.184132209579772,0.0563085181489827,44.0,0.44996424555383274,5700,1300.0
211936827,16,5185,4.55,7.96,0.47,0.74,3.47,11.9,5.57,3.0,2.0,5.225278287024429,0.0111216485500335,7.890765316685779,0.0355184953704824,44.0,0.3131227388442848,5200,1800.0
211936906,16,5857,4.32,7.9,0.46,0.7,1.75,11.02,4.48,3.0,0.0,0.0,0.0,3.921008205816329,0.0181730759970515,,0.0,5900,0.0
211936988,16,5942,4.42,8.57,0.5,0.67,0.56,9.36,4.45,2.0,3.0,5.4620921300347405,0.0026974827051162,8.82104996409889,0.0073659373051153,44.0,0.3662103807539774,5900,1100.0
211938860,16,5487,4.41,7.95,0.46,0.58,0.84,10.8,4.1,3.0,0.0,0.0,0.0,7.727768370606164,0.0129579097265248,,0.0,5500,0.0
211939350,16,3509,5.07,1.77,0.22,0.86,8.39,18.93,,3.0,0.0,0.0,0.0,1.7612382827079187,0.0914315405559406,,0.0,3500,0.0
211941362,16,5868,4.37,6.35,0.38,0.34,0.91,11.65,3.06,3.0,0.0,0.0,0.0,6.516321849290002,0.0542216622609934,,0.0,5900,0.0
211944807,16,5732,4.49,9.66,0.57,0.56,1.05,10.82,4.28,3.0,3.0,5.462524447661176,0.0115108728408812,10.0,0.0144808565886758,44.0,0.7949027580235024,5700,2400.0
211945362,16,3527,5.03,8.9,0.52,0.73,3.59,15.76,,3.0,2.0,4.622954674339354,0.1240261048078537,9.257619726211171,0.0502927243720489,44.0,2.4660844357992957,3500,4600.0
211945980,16,3563,5.03,2.61,0.24,0.82,5.01,16.92,10.07,3.0,2.0,2.614683910198612,0.1559649109840392,2.626951125028658,0.0951234843634412,44.0,1.6396046888709344,3600,4600.0
211946007,16,3632,5.0,2.26,0.23,0.67,4.03,16.57,,3.0,3.0,0.1525740929092675,0.308567178249359,2.2480881924340195,0.049806852680806,44.0,6.195275582395333,3600,4600.0
211947006,16,5054,4.59,8.58,0.5,0.73,0.55,12.51,6.04,3.0,3.0,4.293739016768471,0.0108529746532439,8.423798927960403,0.0130625944576839,44.0,0.830843726213959,5100,3500.0
211948484,16,3418,5.09,3.39,0.27,0.61,2.25,17.51,,2.0,0.0,0.0,0.0,3.377347475528423,0.0805956264149259,,0.0,3400,0.0
211949114,16,5944,4.39,5.1,0.33,0.47,1.26,11.64,4.26,3.0,0.0,0.0,0.0,5.027588832415125,0.0221735391534603,,0.0,5900,0.0
211949728,16,3484,5.06,3.31,0.26,0.4,4.89,16.52,7.72,3.0,3.0,3.2504270631418515,0.1371428191661834,3.241519830715504,0.0434547803239422,44.0,3.1559892408573997,3500,4600.0
211950886,16,3638,5.03,4.49,0.3,0.62,1.72,16.83,,3.0,2.0,4.622667933087215,0.1573174864053725,4.539534333104137,0.0421952645691992,44.0,3.7283208912548864,3600,4600.0
211953567,16,5467,4.52,8.92,0.52,0.78,1.61,11.6,5.23,3.0,3.0,5.722307498629975,0.0078112632036209,9.034062875415945,0.024763617667976,44.0,0.31543304004900413,5500,1500.0
211953796,16,3862,4.85,2.03,0.23,0.62,5.03,14.06,6.89,2.0,0.0,0.0,0.0,1.9961842204427755,0.026864552798701,,0.0,3900,0.0
211953944,16,3831,4.89,1.98,0.22,0.59,4.23,15.11,,3.0,3.0,1.9720304541988016,0.0685287714004516,1.9647311844267563,0.0450307429907195,44.0,1.5218219120784855,3800,4600.0
211954582,16,3946,4.83,3.13,0.26,0.6,1.91,13.48,,3.0,3.0,3.250427226616992,0.0165398836135863,3.186302793104649,0.050309562313913,44.0,0.3287622243736402,3900,3100.0
211955007,16,3488,5.09,4.35,0.3,0.66,1.35,17.87,,3.0,3.0,5.225566217177411,0.3753163337707517,4.279867322868078,0.0371327218116914,44.0,10.107428582102528,3500,4600.0
211955036,16,5454,4.5,8.76,0.51,0.82,2.87,11.59,5.18,3.0,0.0,0.0,0.0,9.257619734622525,0.0024017121083659,,0.0,5500,0.0
211955324,16,3496,5.04,6.0,0.37,0.86,5.9,16.97,,3.0,3.0,5.722307362377223,0.1882128417491912,5.994267982840261,0.0514250933648344,44.0,3.6599416633805326,3500,4600.0
211956059,16,5603,4.49,8.37,0.49,0.43,1.83,11.19,4.75,3.0,3.0,4.145880845769432,0.0094528436660766,8.238295171849286,0.0269063706765283,44.0,0.3513236244203966,5600,1400.0
211956148,16,3537,5.05,2.36,0.23,0.35,1.56,15.67,10.63,1.0,0.0,0.0,0.0,2.329207939291589,0.0794681545126804,,0.0,3500,0.0
211956265,16,5526,4.49,8.6,0.5,0.54,1.15,12.96,5.41,2.0,0.0,0.0,0.0,8.423799077298812,0.0221989944672814,,0.0,5500,0.0
211956571,16,3602,5.0,4.37,0.3,0.79,1.36,15.2,9.58,2.0,0.0,0.0,0.0,4.32939723909711,0.0316532852811185,,0.0,3600,0.0
211956610,16,3576,5.07,2.14,0.23,0.62,2.83,17.56,,3.0,3.0,2.1480866447966145,0.2548789381980896,2.1086998582838907,0.0191332650605207,44.0,13.321246394270839,3600,4600.0
211958929,16,3533,5.11,1.24,0.2,0.37,2.58,17.81,,3.0,2.0,1.2280147971366888,0.3612141430377958,1.2330012643601436,0.0747612362853719,44.0,4.831569955036612,3500,4600.0
211959628,16,3565,5.03,7.77,0.45,0.9,3.37,16.86,,1.0,3.0,5.008190448928528,0.1995177119970321,7.682395432165488,0.0447083733166445,44.0,4.462647535484222,3600,4600.0
211959779,16,5488,4.5,7.85,0.46,0.78,2.64,11.8,5.24,3.0,3.0,7.506138302083469,0.0121290802955627,7.890765151118148,0.0270710704133512,44.0,0.4480458330742899,5500,1500.0
211960587,16,5106,4.58,9.49,0.56,0.92,2.23,11.99,5.56,3.0,3.0,4.808178501886617,0.010245019197464,9.034062765438671,0.0311687942068765,44.0,0.32869475570549117,5100,1900.0
211961846,16,3598,5.02,2.13,0.23,0.83,2.61,15.22,,1.0,3.0,2.110713937064939,0.1151533812284469,2.11833460252444,0.0659534731455472,44.0,1.7459790324358588,3600,4600.0
211962210,16,5541,4.49,7.24,0.43,0.5,1.31,10.85,3.89,1.0,3.0,3.643815212294128,0.0069842576980589,7.261653176775337,0.0203915112627961,44.0,0.3425080960429617,5500,1500.0
211962248,16,3546,5.04,1.68,0.22,0.91,3.19,16.1,,1.0,3.0,1.6945851736438702,0.1670792102813721,1.679955204261857,0.0677295661534513,44.0,2.4668578254706306,3500,4600.0
211965662,16,5960,4.35,4.44,0.3,0.35,1.67,10.36,3.76,1.0,3.0,4.452535472260458,0.0160570949316024,4.531633909851738,0.0172019558500315,44.0,0.9334458867113646,6000,3900.0
211967293,16,5223,4.5,9.24,0.54,0.59,1.5,11.99,5.54,3.0,3.0,5.721742808294263,0.0088065415620803,9.257619767784584,0.0156126846181162,44.0,0.5640632458470094,5200,1800.0
211967873,16,5073,4.57,9.49,0.56,0.52,1.54,12.08,5.74,3.0,3.0,5.462667339419459,0.0089461982250214,10.0,0.0136466774477556,44.0,0.6555587071850032,5100,1900.0
211968088,16,5944,4.31,7.2,0.42,0.59,1.18,10.83,4.36,3.0,3.0,6.673687447177616,0.0068026065826415,7.571369343956631,0.0210108964710232,44.0,0.32376565140964797,5900,1100.0
211969494,16,5991,4.25,6.49,0.39,0.59,2.87,10.66,4.65,3.0,3.0,6.00786059979474,0.0148702532052994,6.404759875164668,0.0304354674226797,44.0,0.48858304026632043,6000,1000.0
211972627,16,5307,4.56,9.25,0.55,0.55,1.4,11.35,4.93,3.0,3.0,0.7666064407874255,0.0174899697303773,9.0340627891123,0.0217201215667794,44.0,0.8052427182142455,5300,3100.0
211972980,16,3813,4.9,4.66,0.31,0.85,1.77,15.26,,2.0,0.0,0.0,0.0,4.595295568867615,0.0467357792636715,,0.0,3800,0.0
212006179,16,3512,5.07,3.42,0.27,0.8,3.64,16.61,,2.0,0.0,0.0,0.0,1.7124696614300037,0.0360305691790716,,0.0,3500,0.0
212007489,16,5966,4.2,8.51,0.5,0.5,1.24,12.35,2.28,3.0,0.0,0.0,0.0,8.617847268921603,0.0101396305145016,,0.0,6000,0.0
212007527,16,4779,4.62,9.46,0.56,0.65,2.61,12.62,5.81,3.0,3.0,9.232192996013085,0.0145558774471283,9.492521551233546,0.0400418904359345,44.0,0.36351623983430925,4800,2200.0
212009427,16,4109,4.78,1.55,0.21,0.87,4.93,14.07,5.82,3.0,3.0,1.5610834196818488,0.0341343343257903,1.5561108228554512,0.074045727144883,44.0,0.46098992665708716,4100,2900.0
212009999,16,5665,4.44,8.52,0.5,0.45,1.39,12.02,5.05,3.0,0.0,0.0,0.0,8.617847331655115,0.0122858091236133,,0.0,5700,0.0
212011416,16,3561,5.0,3.15,0.26,0.57,3.58,15.13,,3.0,2.0,3.110000387732282,0.1005767822265625,0.2455710132162556,0.0099634097407645,45.0,10.09461467945663,3600,4600.0
212012387,16,4412,4.69,7.53,0.44,0.72,2.09,13.97,,2.0,0.0,0.0,0.0,7.276825331316077,0.0232715901646821,,0.0,4400,0.0
212013477,16,5333,4.49,8.48,0.5,0.49,1.93,15.09,5.53,1.0,0.0,0.0,0.0,8.154891372954959,0.0310527180478916,,0.0,5300,0.0
212019726,16,3868,4.88,3.62,0.27,0.57,2.25,14.97,8.99,2.0,0.0,0.0,0.0,3.5490370415650907,0.0692031107640511,,0.0,3900,0.0
212026226,16,5727,4.47,3.5,0.27,0.57,2.12,16.84,,1.0,0.0,0.0,0.0,3.465627106348501,0.0364466677880364,,0.0,5700,0.0
212031396,16,4968,4.58,2.13,0.23,0.39,2.43,14.93,4.69,1.0,0.0,0.0,0.0,2.107115260354687,0.0538368228616533,,0.0,5000,0.0
212031608,16,5190,4.54,9.22,0.54,0.49,2.09,12.41,5.43,1.0,0.0,0.0,0.0,9.086291749483456,0.0194830574397277,,0.0,5200,0.0
212033881,16,3946,4.86,6.23,0.38,0.76,2.49,14.64,,1.0,0.0,0.0,0.0,6.236924881929752,0.0359962926157259,,0.0,3900,0.0
212037403,16,5532,4.49,3.84,0.28,0.38,4.21,13.23,,3.0,0.0,0.0,0.0,3.801477394679649,0.0691756842660288,,0.0,5500,0.0
212045786,16,3939,4.86,9.54,0.57,0.79,9.62,13.97,7.42,1.0,3.0,9.232192930536584,0.0397439718246459,9.521273702918451,0.1658914561374904,44.0,0.23957817207720575,3900,3100.0
212046120,16,4919,4.61,2.14,0.23,0.62,5.45,14.36,4.51,1.0,0.0,0.0,0.0,2.164443032705998,0.0634624145116047,,0.0,4900,0.0
212047666,16,5911,4.4,6.65,0.4,0.4,1.2,11.88,4.48,1.0,3.0,3.435303209615977,0.0194960623979569,6.65426802607261,0.0202540481263228,44.0,0.9625760873264246,5900,4200.0
212049908,16,6137,4.24,8.47,0.5,0.77,1.33,10.94,4.62,1.0,2.0,4.839081623967948,0.0062508791685103,8.325573081589019,0.0236510695121039,45.0,0.2642958351338526,6100,900.0
212051960,16,4810,4.6,8.05,0.47,0.58,1.55,14.52,,1.0,0.0,0.0,0.0,8.154893074084972,0.0171556536639166,,0.0,4800,0.0
212052250,16,5714,4.46,2.01,0.22,0.32,3.85,14.74,3.72,1.0,3.0,0.9853876576880448,0.2999082684516905,0.987580702893634,0.3021888683349341,44.0,0.9924530645493008,5700,4600.0
212056843,16,5971,4.38,8.73,0.51,0.7,1.41,12.21,4.47,1.0,0.0,0.0,0.0,8.883371309804936,0.0175881910042663,,0.0,6000,0.0
212060461,16,5401,4.53,2.87,0.25,0.44,3.95,11.86,3.09,1.0,0.0,0.0,0.0,2.887089020244453,0.0560410671290667,,0.0,5400,0.0
212066409,16,5632,4.44,9.38,0.55,0.63,0.14,9.78,4.54,1.0,3.0,5.459520370431635,0.0025416433811187,9.08628907351476,0.0099423356463874,44.0,0.2556384607717624,5600,1400.0
212066798,16,3523,5.07,1.57,0.21,0.43,2.72,17.38,,1.0,2.0,1.5789936260444084,0.2967220127582549,1.5612653928192015,0.0925236142531853,45.0,3.2069868341534193,3500,4600.0
212068375,16,4975,4.58,6.76,0.4,0.47,2.55,13.23,,3.0,0.0,0.0,0.0,3.269850959709589,0.0305115663688642,,0.0,5000,0.0
212070382,16,4990,4.6,2.22,0.23,0.42,2.35,11.57,4.74,3.0,3.0,2.2676678143110696,0.0503130316734313,2.2754344775830697,0.038480380935532,44.0,1.3074982744511572,5000,4600.0
212074445,16,5381,4.53,6.52,0.39,0.76,2.79,11.57,5.63,1.0,3.0,6.007719161277488,0.0139498353004455,6.438841119353938,0.0280361691792035,44.0,0.4975656699487006,5400,1600.0
212080236,16,4792,4.62,9.69,0.58,0.61,1.18,13.87,5.04,1.0,0.0,0.0,0.0,9.754767604670322,0.0189068483802663,,0.0,4800,0.0
212080405,16,3566,5.06,3.05,0.26,0.77,5.8,17.46,,1.0,2.0,3.0329738083379385,0.3117391258478164,3.041618392996616,0.1465146638897498,45.0,2.1276991501846916,3600,4600.0
212080434,16,5978,4.28,7.4,0.43,0.7,2.95,11.47,4.39,3.0,0.0,0.0,0.0,7.727770150669309,0.0200321961627393,,0.0,6000,0.0
212081648,16,3879,4.89,1.59,0.21,0.72,1.7,14.07,,3.0,0.0,0.0,0.0,1.5824398961076165,0.0564104251684164,,0.0,3900,0.0
212082682,16,5105,4.59,4.47,0.3,0.53,7.17,14.61,,2.0,0.0,0.0,0.0,4.595297423679157,0.0999841898991777,,0.0,5100,0.0
212083147,16,3315,5.12,7.9,0.46,0.74,1.6,16.8,11.0,3.0,0.0,0.0,0.0,7.72776978030697,0.0173290724047728,,0.0,3300,0.0
212083165,16,3473,5.08,1.55,0.21,0.74,2.67,17.46,,3.0,3.0,1.5627558310945555,0.2587996959686279,1.543273721206154,0.0757986859370197,44.0,3.414303200238349,3500,4600.0
212086087,16,5272,4.43,7.93,0.46,0.72,2.49,12.55,5.83,3.0,0.0,0.0,0.0,3.880337722935372,0.0211817546836903,,0.0,5300,0.0
212086516,16,3919,4.82,3.06,0.26,0.8,3.55,16.98,8.52,2.0,0.0,0.0,0.0,3.065059193208006,0.0532694990778814,,0.0,3900,0.0
212086979,16,3476,5.08,1.85,0.22,0.46,1.93,16.6,,1.0,0.0,0.0,0.0,1.8607016626354669,0.0273388874959974,,0.0,3500,0.0
